       0          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      10          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      20          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      30          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      40          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      50          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      60          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      70          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      80          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      90          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     100          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     110          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     120          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     130          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     140          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     150          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     160          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     170          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     180          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     190          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     200          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     210          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     220          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     230          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     240          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     250          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     260          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     270          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     280          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     290          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     300          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     310          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     320          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     330          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     340          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     350          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     360          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     370          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     380          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     390          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     400          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     410          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     420          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     430          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     440          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     450          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     460          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     470          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     480          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     490          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     500          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     510          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     520          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     530          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     540          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     550          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     560          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     570          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     580          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     590          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     600          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     610          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     620          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     630          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     640          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     650          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     660          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     670          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     680          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     690          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     700          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     710          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     720          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     730          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     740          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     750          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     760          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     770          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     780          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     790          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     800          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     810          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     820          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     830          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     840          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     850          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     860          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     870          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     880          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     890          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     900          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     910          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     920          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     930          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     940          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     950          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     960          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     970          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     980          71.99368194         625.55751531       -4527.08079059       -3901.52327528
     990          71.99368194         625.55751531       -4527.08079059       -3901.52327528
    1000          71.99368194         625.55751531       -4527.08079059       -3901.52327528
