       0          71.99368194         625.55751531       -4527.08079059       -3901.52327528
      10          68.60831055         596.14181574       -4497.58079022       -3901.43897448
      20          64.89174443         563.84834495       -4465.41237132       -3901.56402636
      30          64.77953782         562.87337480       -4464.45884194       -3901.58546713
      40          65.07687769         565.45697914       -4467.29673080       -3901.83975166
      50          61.95477884         538.32887087       -4440.15998157       -3901.83111070
      60          61.17560496         531.55858133       -4433.35990750       -3901.80132617
      70          66.08899040         574.25128854       -4476.05681155       -3901.80552301
      80          68.51477502         595.32907983       -4497.18784673       -3901.85876690
      90          66.90889324         581.37547458       -4483.37712619       -3902.00165161
     100          64.68929357         562.08923704       -4464.30520705       -3902.21597001
     110          63.11436604         548.40459518       -4450.24246785       -3901.83787268
     120          61.89644166         537.82197560       -4439.77412657       -3901.95215097
     130          58.55927898         508.82516452       -4410.96928146       -3902.14411694
     140          55.58838766         483.01090767       -4385.21546423       -3902.20455656
     150          57.82436950         502.43949097       -4404.76983488       -3902.33034391
     160          60.49422575         525.63803555       -4428.10289981       -3902.46486427
     170          59.00811021         512.72508659       -4415.25612699       -3902.53104041
     180          58.15334684         505.29799524       -4407.88223085       -3902.58423561
     190          58.83707175         511.23892294       -4413.95129676       -3902.71237382
     200          59.26277240         514.93786197       -4417.65812232       -3902.72026036
     210          57.92442378         503.30886873       -4406.11521046       -3902.80634173
     220          54.62166017         474.61095326       -4377.16059324       -3902.54963998
     230          54.11389840         470.19898015       -4372.47876172       -3902.27978157
     240          58.39615070         507.40773288       -4409.46238046       -3902.05464758
     250          62.82085990         545.85430229       -4447.81584048       -3901.96153819
     260          64.22499223         558.05489419       -4460.17622068       -3902.12132649
     270          62.38624993         542.07794967       -4444.16080276       -3902.08285308
     280          58.13873976         505.17107344       -4407.56868753       -3902.39761409
     290          55.29767607         480.48489690       -4382.67955981       -3902.19466291
     300          56.62727512         492.03786456       -4394.45676628       -3902.41890171
     310          58.49331686         508.25201562       -4410.75679889       -3902.50478327
     320          57.71522386         501.49111781       -4404.10241722       -3902.61129941
     330          57.46751056         499.33872179       -4401.83889484       -3902.50017305
     340          57.23690256         497.33495474       -4399.81237675       -3902.47742201
     350          56.21443353         488.45065865       -4390.69370822       -3902.24304957
     360          56.80394801         493.57298607       -4395.85346942       -3902.28048336
     370          56.18418736         488.18784785       -4390.35173798       -3902.16389013
     380          54.09886899         470.06838868       -4372.08994511       -3902.02155642
     390          55.46016438         481.89676773       -4383.88199000       -3901.98522227
     400          59.05286056         513.11392513       -4415.00627188       -3901.89234674
     410          60.52672325         525.92040836       -4427.98398352       -3902.06357515
     420          57.71478813         501.48733176       -4403.85877300       -3902.37144124
     430          56.32921608         489.44801126       -4391.87486358       -3902.42685232
     440          57.28436459         497.74735519       -4400.02716196       -3902.27980677
     450          59.11152606         513.62367326       -4415.81379973       -3902.19012647
     460          63.41366772         551.00524579       -4453.19841976       -3902.19317397
     470          63.57500650         552.40712831       -4454.42975452       -3902.02262621
     480          58.99583340         512.61841262       -4414.50472688       -3901.88631427
     490          57.56031491         500.14510447       -4401.93320521       -3901.78810075
     500          60.11379745         522.33247075       -4424.12218240       -3901.78971165
     510          61.15255018         531.35825689       -4433.00367036       -3901.64541347
     520          62.83193251         545.95051293       -4447.53629637       -3901.58578344
